ContactId,ClientId,Client,ProductId,ProductType,EffectiveDate,ExpireDate,Total
Member 23,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xC26C28C3E5CE081CD77B28FAD9884A8C,Subscription,2021-06-01,2021-11-30,405.0
Member 24,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9ABA682FF1CCF9A03F9EEC6C596E199B,Subscription,2021-06-28,2021-10-27,348.3
Member 25,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x977B5790FA6B0FCEBD8651ACB50D79F9,Subscription,2021-05-13,2021-11-12,338.58
Member 26,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-06-18,2021-12-17,295.65
Member 27,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xBFFB2F67EC96AFDE6B4EF634E7064C17,Subscription,2021-02-16,2021-08-15,415.53
Member 28,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xFED2B40D2F6F827CD1EF0EFA1671100C,Subscription,2021-03-10,2022-03-09,16.2
Member 29,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2924CF2E0CD784CD9610F9758FDCB944,Subscription,2021-06-07,2021-12-06,265.68
Member 21,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-02-25,2021-08-24,396.9
Member 4,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xBFFB2F67EC96AFDE6B4EF634E7064C17,Subscription,2021-03-12,2021-09-11,415.53
Member 30,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5DC2BF4201BAA480B8B9E34BD2E8CC2E,Subscription,2021-03-24,2021-09-23,149.85
Member 31,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xB6CB230D53F28A1E57800F56417774E0,Subscription,2021-01-22,2021-07-21,992.25
Member 32,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2E5912AF45C2E23F2C01660782020DB2,Subscription,2021-04-06,2022-04-05,16.2
Member 33,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2D443D9EA72A95434ED6198112C68CFA,Subscription,2021-05-07,2021-11-06,396.9
Member 34,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-06-18,2021-12-17,295.65
Member 35,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5FE891566764F380527039327F2394D2,Subscription,2021-06-29,2021-10-28,348.3
Member 36,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2D3F4FC97052F748FCF9D46EA09E28FC,Subscription,2021-05-06,2021-11-05,76.95
Member 37,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,2021-01-18,2021-07-17,376.65
Member 38,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x977B5790FA6B0FCEBD8651ACB50D79F9,Subscription,2021-06-17,2021-12-16,376.65
Member 39,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA48C99389C71BCA7CB609C7C6B23879D,Subscription,2021-06-20,2021-12-19,441.45
Member 40,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2021-06-29,2021-12-28,376.65
Member 41,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-01-18,2021-07-17,603.45
Member 42,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,2021-01-29,2021-07-28,376.65
Member 43,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-06-29,2022-08-28,2879.55
Member 44,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-01-21,2021-07-20,396.9
Member 45,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xC26C28C3E5CE081CD77B28FAD9884A8C,Subscription,2021-05-28,2021-11-27,405.0
Member 46,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-02-19,2021-08-18,265.68
Member 47,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x83DAB573B1D894E4A83EF76E4CE6040A,Subscription,2021-05-18,2021-11-17,376.65
Member 48,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2D443D9EA72A95434ED6198112C68CFA,Subscription,2021-01-30,2021-07-29,603.45
Member 49,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x32E0802F11C46FE2160AD77BEA958E66,Subscription,2021-03-03,2021-09-02,461.7
Member 8,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2020-12-04,2021-06-03,396.9
Member 50,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-01-22,2022-03-21,2879.55
Member 51,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xB6CB230D53F28A1E57800F56417774E0,Subscription,2021-02-18,2021-08-17,992.25
Member 52,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,2021-07-01,2021-12-31,338.58
Member 53,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF955942AD33E2E5CC41864E5B95DFE54,Subscription,2021-05-03,2022-05-02,16.2
Member 54,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x83DAB573B1D894E4A83EF76E4CE6040A,Subscription,2021-04-01,2021-09-30,518.4
Member 55,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-01-24,2022-03-23,2592.0
Member 56,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xB8F08622F291A55FA6E2F8EFBC210612,Subscription,2021-07-02,2022-07-01,319.95
Member 57,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA48C99389C71BCA7CB609C7C6B23879D,Subscription,2021-02-01,2021-07-31,441.45
Member 58,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xB8F08622F291A55FA6E2F8EFBC210612,Subscription,2021-07-08,2022-07-07,319.95
Member 59,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-06-30,2021-12-29,405.0
Member 60,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2021-01-25,2021-07-24,518.4
Member 61,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xBFFB2F67EC96AFDE6B4EF634E7064C17,Subscription,2021-06-25,2021-12-24,461.7
Member 62,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-02-15,2021-08-14,441.45
Member 63,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5DC2BF4201BAA480B8B9E34BD2E8CC2E,Subscription,2021-05-13,2021-11-12,109.35
Member 64,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2D443D9EA72A95434ED6198112C68CFA,Subscription,2021-02-18,2021-08-17,396.9
Member 65,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xDE10A3F56C6317D9E4EC46E16D9D03DC,Subscription,2021-02-22,2021-08-21,441.45
Member 66,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-07-02,2022-09-01,2879.55
Member 67,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xB135CE45240F98C3C4959316459B8B1F,Subscription,2021-06-09,2022-06-08,16.2
Member 68,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-03-29,2021-09-28,295.65
Member 69,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xC41659ECD564EF6E5B99E7BF5C33966F,Subscription,2020-12-15,2021-06-14,405.0
Member 70,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,2021-03-19,2021-09-18,376.65
Member 17,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xB135CE45240F98C3C4959316459B8B1F,Subscription,2021-06-30,2022-06-29,16.2
Member 71,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-03-29,2021-09-28,405.0
Member 72,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x49F3B2A16BAFC08DF691B5235B0A3F16,Subscription,2021-06-15,2021-12-14,441.45
Member 73,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-04-07,2022-06-06,2879.55
Member 74,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-03-29,2021-09-28,405.0
Member 75,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5DC2BF4201BAA480B8B9E34BD2E8CC2E,Subscription,2021-04-01,2021-09-30,98.01
Member 17,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF955942AD33E2E5CC41864E5B95DFE54,Subscription,2021-07-09,2022-07-08,16.2
Member 76,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9ABA682FF1CCF9A03F9EEC6C596E199B,Subscription,2021-06-29,2021-10-28,348.3
Member 77,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x8B08F855F311859714A8FE1AB002A251,Subscription,2021-04-08,2021-10-07,295.65
Member 78,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-03-29,2021-09-28,405.0
Member 79,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xC26C28C3E5CE081CD77B28FAD9884A8C,Subscription,2021-06-11,2021-12-10,405.0
Member 17,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0A94975209B84FD8F105D524CF4E1CC8,Subscription,2021-07-09,2022-07-08,16.2
Member 80,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-06-01,2021-11-30,396.9
Member 81,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-03-29,2021-09-28,405.0
Member 82,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-04-12,2022-06-11,2879.55
Member 17,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x36EE16348FEEDA07A4BB7ACBD2069511,Subscription,2021-06-30,2022-06-29,16.2
Member 29,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-06-07,2021-12-06,396.9
Member 83,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5BB7B7DC59880125DF623D98B8A1D40A,Subscription,2020-12-22,2021-12-21,16.2
Member 84,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-03-29,2021-09-28,405.0
Member 85,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF1821D3F535E54AC90A89FBC1081FD35,Subscription,2021-01-27,2021-07-26,109.35
Member 86,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x49F3B2A16BAFC08DF691B5235B0A3F16,Subscription,2021-05-24,2021-11-23,441.45
Member 87,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2924CF2E0CD784CD9610F9758FDCB944,Subscription,2020-12-11,2021-06-10,265.68
Member 88,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xDC2C17F8B01B265711C146D12FD5CBB6,Subscription,2020-01-02,2021-01-01,562.95
Member 89,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-03-29,2021-09-28,405.0
Member 85,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7C2AE0446FC05360D50947C47F392B95,Subscription,2021-01-27,2021-07-26,376.65
Member 90,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x49F3B2A16BAFC08DF691B5235B0A3F16,Subscription,2021-07-02,2022-01-01,441.45
Member 91,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2924CF2E0CD784CD9610F9758FDCB944,Subscription,2020-12-15,2021-06-14,265.68
Member 42,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-01-29,2021-07-28,441.45
Member 92,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-03-29,2021-09-28,405.0
Member 93,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x977B5790FA6B0FCEBD8651ACB50D79F9,Subscription,2021-04-19,2021-10-18,338.58
Member 94,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-02-01,2021-07-31,396.9
Member 95,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2021-06-25,2021-12-24,376.65
Member 45,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-05-28,2021-11-27,603.45
Member 96,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-03-29,2021-09-28,405.0
Member 97,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5DC2BF4201BAA480B8B9E34BD2E8CC2E,Subscription,2020-12-01,2021-05-31,109.35
Member 98,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x977B5790FA6B0FCEBD8651ACB50D79F9,Subscription,2021-04-26,2021-10-25,376.65
Member 99,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xBFFB2F67EC96AFDE6B4EF634E7064C17,Subscription,2021-04-26,2021-10-25,461.7
Member 100,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2021-07-07,2022-01-06,518.4
Member 101,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-06-15,2021-12-14,295.65
Member 29,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x977B5790FA6B0FCEBD8651ACB50D79F9,Subscription,2021-06-07,2021-12-06,338.58
Member 102,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-07-07,2022-09-06,2879.55
Member 103,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xC26C28C3E5CE081CD77B28FAD9884A8C,Subscription,2019-03-21,2019-06-20,295.65
Member 104,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x83DAB573B1D894E4A83EF76E4CE6040A,Subscription,2021-05-16,2021-11-15,376.65
Member 105,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-06-15,2021-12-14,295.65
Member 106,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x977B5790FA6B0FCEBD8651ACB50D79F9,Subscription,2021-03-08,2021-09-07,338.58
Member 107,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2021-05-11,2021-11-10,338.58
Member 108,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xDC2C17F8B01B265711C146D12FD5CBB6,Subscription,2021-03-12,2022-03-11,562.95
Member 109,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98F6930BFBF2BC64FD000A659FEED961,Subscription,2018-08-23,2023-08-22,16.2
Member 110,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9D5354A161FB14D3576E42E4E6849193,Subscription,2021-04-30,2021-10-29,992.25
Member 111,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-05-12,2022-07-11,2879.55
Member 112,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-03-16,2021-09-15,396.9
Member 113,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xFED2B40D2F6F827CD1EF0EFA1671100C,Subscription,2021-01-26,2022-01-25,16.2
Member 114,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x32E0802F11C46FE2160AD77BEA958E66,Subscription,2020-12-15,2021-06-14,461.7
Member 70,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-03-19,2021-09-18,441.45
Member 115,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x49F3B2A16BAFC08DF691B5235B0A3F16,Subscription,2021-05-27,2021-11-26,441.45
Member 116,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9D5354A161FB14D3576E42E4E6849193,Subscription,2021-04-29,2021-10-28,992.25
Member 117,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xD9253A1EA544AFFE47E8607D79C00987,Subscription,2021-03-02,2021-09-01,376.65
Member 118,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x32E0802F11C46FE2160AD77BEA958E66,Subscription,2021-01-12,2021-07-11,461.7
Member 119,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x83DAB573B1D894E4A83EF76E4CE6040A,Subscription,2021-04-01,2021-09-30,338.58
Member 120,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x36EE16348FEEDA07A4BB7ACBD2069511,Subscription,2021-01-26,2022-01-25,16.2
Member 121,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-06-24,2021-12-23,405.0
Member 122,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xEB77FA2FE1EBE17121A6B5A907A31F3A,Subscription,2021-03-15,2022-03-14,16.2
Member 123,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xE5C633F7D8C10E39208F24DDC16CE215,Subscription,2021-06-29,2022-06-28,68.85
Member 124,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x32E0802F11C46FE2160AD77BEA958E66,Subscription,2019-12-18,2020-06-17,461.7
Member 125,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-03-15,2022-05-14,2879.55
Member 126,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-04-01,2021-09-30,603.45
Member 127,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-06-20,2021-12-19,295.65
Member 128,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,2019-07-10,2019-10-09,376.65
Member 129,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x49F3B2A16BAFC08DF691B5235B0A3F16,Subscription,2021-05-21,2021-11-20,441.45
Member 128,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x3D5A19AE11AFFDB22AD9FFDD548D2E9F,Subscription,2019-07-10,2020-01-15,376.65
Member 130,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9029E58CACFC95AFC3EA97D3FC69CCDD,Subscription,2021-03-04,2021-09-03,603.45
Member 131,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2021-05-28,2021-11-27,441.45
Member 132,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5DC2BF4201BAA480B8B9E34BD2E8CC2E,Subscription,2018-07-20,2018-10-19,81.81
Member 133,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x49F3B2A16BAFC08DF691B5235B0A3F16,Subscription,2021-05-27,2021-11-26,396.9
Member 134,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-03-05,2022-05-04,2879.55
Member 135,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xBFFB2F67EC96AFDE6B4EF634E7064C17,Subscription,2021-06-24,2021-12-23,639.9
Member 136,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0E4F1FAD670B63A41B47EE1A276B73AA,Subscription,2021-06-20,2021-12-19,405.0
Member 137,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2D443D9EA72A95434ED6198112C68CFA,Subscription,2021-04-22,2021-10-21,441.45
Member 138,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA48C99389C71BCA7CB609C7C6B23879D,Subscription,2021-04-22,2021-10-21,441.45
Member 139,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2021-03-09,2021-09-08,518.4
Member 140,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA624A0784B25861F9132600A6C3C30ED,Subscription,2020-02-12,2020-08-11,603.45
Member 141,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x2924CF2E0CD784CD9610F9758FDCB944,Subscription,2020-05-04,2020-11-03,221.94
Member 119,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xA48C99389C71BCA7CB609C7C6B23879D,Subscription,2021-04-27,2021-10-26,396.9
Member 142,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-06-17,2022-02-16,2365.2
Member 143,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9BA373F80D9908BDBC34E03A5145E22D,Subscription,2018-09-07,2019-09-06,162.0
